target1,target2,SOA,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,counter_balance.thisRepN,counter_balance.thisTrialN,counter_balance.thisN,counter_balance.thisIndex,trials_50ms.thisRepN,trials_50ms.thisTrialN,trials_50ms.thisN,trials_50ms.thisIndex,trials_100ms.thisRepN,trials_100ms.thisTrialN,trials_100ms.thisN,trials_100ms.thisIndex,trials_200ms.thisRepN,trials_200ms.thisTrialN,trials_200ms.thisN,trials_200ms.thisIndex,trials_400ms.thisRepN,trials_400ms.thisTrialN,trials_400ms.thisN,trials_400ms.thisIndex,trials_600ms.thisRepN,trials_600ms.thisTrialN,trials_600ms.thisN,trials_600ms.thisIndex,thisRow.t,notes,Instructions.started,key_instruct.started,Instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,practice_instructions.started,key_instruct_2.started,practice_instructions.stopped,key_instruct_2.keys,key_instruct_2.rt,key_instruct_2.duration,fixation.started,cross.started,fixation.stopped,practice.started,target_1.started,target_1.stopped,target_2.started,target_2.stopped,practice.stopped,practice_response.started,textbox.started,practice_response_instructions.started,textbox_2.started,button.started,practice_response.stopped,f1_accuracy,f2_accuracy,textbox.text,textbox_2.text,button.numClicks,button.timesOn,button.timesOff,cross.stopped,instructions_testphase.started,key_instruct_3.started,instructions_testphase.stopped,key_instruct_3.keys,key_instruct_3.rt,key_instruct_3.duration,countdown.started,text_countdown.started,countdown.stopped,fixation_2.started,cross_2.started,fixation_2.stopped,routine_1.started,target_14.started,target_14.stopped,target_15.started,target_15.stopped,routine_1.stopped,response.started,textbox_3.started,practice_response_instructions_2.started,textbox_4.started,button_2.started,response.stopped,textbox_3.text,textbox_4.text,button_2.numClicks,button_2.timesOn,button_2.timesOff,cross_2.stopped,fixation_100ms.started,cross_3.started,cross_3.stopped,fixation_100ms.stopped,routine_2.started,target_16.started,target_16.stopped,target_17.started,target_17.stopped,routine_2.stopped,response_100ms.started,textbox_5.started,practice_response_instructions_3.started,textbox_6.started,button_3.started,response_100ms.stopped,textbox_5.text,textbox_6.text,button_3.numClicks,button_3.timesOn,button_3.timesOff,routine_34.started,target_18.started,target_18.stopped,target_19.started,target_19.stopped,routine_34.stopped,response_200ms.started,textbox_7.started,practice_response_instructions_4.started,textbox_8.started,button_4.started,response_200ms.stopped,textbox_7.text,textbox_8.text,button_4.numClicks,button_4.timesOn,button_4.timesOff,routine_4.started,target_20.started,target_20.stopped,target_21.started,target_21.stopped,routine_4.stopped,response_400ms.started,textbox_9.started,practice_response_instructions_5.started,textbox_10.started,button_5.started,response_400ms.stopped,textbox_9.text,textbox_10.text,button_5.numClicks,button_5.timesOn,button_5.timesOff,routine_5.started,target_22.started,target_22.stopped,target_23.started,target_23.stopped,routine_5.stopped,response_600ms.started,textbox_11.started,practice_response_instructions_6.started,textbox_12.started,button_6.started,response_600ms.stopped,textbox_11.text,textbox_12.text,button_6.numClicks,button_6.timesOn,button_6.timesOff,thank_you.started,key_instruct_4.started,thank_you.stopped,key_instruct_4.keys,key_instruct_4.rt,key_instruct_4.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
crow, ring,100,,,,,0,0,0,0,,,,,0,0,0,2,,,,,,,,,,,,,295.331439374997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.3251947919998,295.331439374997,296.3306556669995,296.31798941700254,296.31800329199905,296.57822608399874,296.62864683399675,296.7352122919983,296.78580437500204,296.93607195899676,296.93609104200004,296.96069966699724,296.96069966699724,296.96069966699724,296.96069966699724,313.35018316700007,crow,ring,1,[16.405469458004518],[16.40547320800397],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
desk, side,100,,,,,0,0,0,0,,,,,0,1,1,7,,,,,,,,,,,,,313.3620230000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.3507541669969,313.3620230000015,314.3567399590029,314.3456929590029,314.34570550000353,314.6122246669984,314.6623175420027,314.76842616700014,314.8197566250019,314.9691037500015,314.96912470900133,314.9942154590026,314.9942154590026,314.9942154590026,314.9942154590026,321.46755829200265,desk,,1,[6.488223749998724],[6.488227583999105],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
crop, rail,100,,,,,0,0,0,0,,,,,0,2,2,1,,,,,,,,,,,,,321.47881737499847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.4679630419996,321.47881737499847,322.4735217499983,322.4624766249981,322.4624880839983,322.7290371670024,322.7788122089987,322.88519879199885,322.93635058400105,323.08671070900164,323.0867308340021,323.10198954200314,323.10198954200314,323.10198954200314,323.10198954200314,336.21776749999844,crop,rain,1,[13.129299833002733],[13.129303665999032],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
date, rose,100,,,,,0,0,0,0,,,,,0,3,3,4,,,,,,,,,,,,,336.229150166997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.21816874999786,336.229150166997,337.22322841700225,337.2129694999967,337.2129807090023,337.4790000840003,337.5290291670026,337.6357513339972,337.6862375839992,337.83726837499853,337.8372873749977,337.8538009999975,337.8538009999975,337.8538009999975,337.8538009999975,346.1844974589985,date,rose,1,[8.345470290994854],[8.345473874993331],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
deal, sand,100,,,,,0,0,0,0,,,,,0,4,4,5,,,,,,,,,,,,,346.19590074999724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.18489945900365,346.19590074999724,347.19033229199704,347.17956733400206,347.17957887500233,347.4461627920027,347.49533891699684,347.6028264999986,347.6529358339976,347.80293937499664,347.80295783399924,347.8273394170028,347.8273394170028,347.8273394170028,347.8273394170028,352.908753249998,sand,,1,[5.095372374998988],[5.095375999997486],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
cry, riot,100,,,,,0,0,0,0,,,,,0,5,5,3,,,,,,,,,,,,,352.91531929199846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.9091556670028,352.91531929199846,353.9149460839981,353.90371329199843,353.90372587500315,354.1696498340025,354.22031820900156,354.32931875000213,354.37949975000083,354.5297577500023,354.52977162499883,354.54602149999846,354.54602149999846,354.54602149999846,354.54602149999846,361.26860587499687,cry,,1,[6.7370356249957695],[6.737039333995199],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
dirt, snow,100,,,,,0,0,0,0,,,,,0,6,6,8,,,,,,,,,,,,,361.27993470899673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.2690217920026,361.27993470899673,362.27336962499976,362.2631548339996,362.26316479199886,362.5294802920034,362.5794860419992,362.686162375001,362.7366582090035,362.8870978749983,362.8871204169991,362.9110023750036,362.9110023750036,362.9110023750036,362.9110023750036,369.45870545900107,dirt,,1,[6.5626667920005275],[6.562670833998709],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
cost, pork,100,,,,,0,0,0,0,,,,,0,7,7,0,,,,,,,,,,,,,369.46539699999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.4591085840002,369.46539699999994,370.4633808340004,370.4533135840029,370.4533257919975,370.7200653749969,370.7697411249974,370.8803271249999,370.92962441700365,371.0800078340035,371.08002133399714,371.09612791700056,371.09612791700056,371.09612791700056,371.09612791700056,379.54212820900284,cost,park,1,[8.4603054170002],[8.46031000000221],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
doll, song,100,,,,,0,0,0,0,,,,,0,8,8,9,,,,,,,,,,,,,379.5491199590033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.54255879200355,379.5491199590033,380.5490177920001,380.5374654999978,380.5374778339974,380.80373783400137,380.8532509170036,380.9636312090006,381.01319637500274,381.1636853750024,381.1636995000008,381.18060329199943,381.18060329199943,381.18060329199943,381.18060329199943,389.0090999169988,doll,song,1,[7.843622458000027],[7.843626458001381],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
debt, show,100,,,,,0,0,0,0,,,,,0,9,9,6,,,,,,,,,,,,,389.01597429200046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.00953100000334,389.01597429200046,390.0301186249999,390.0042353750032,390.0042478339965,390.2704567089968,390.32071158399776,390.43027987499954,390.48001941700204,390.63042145899817,390.63043574999756,390.646619334002,390.646619334002,390.646619334002,390.646619334002,397.5593800839997,debt,,1,[6.927124124995316],[6.927127625000139],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
earl, talk,200,,,,,0,0,0,0,,,,,,,,,0,0,0,4,,,,,,,,,397.57421904199873,,,,,,,,,,,,,,397.567810458997,397.57421904199873,399.5635535420006,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.563578209003,399.7710740839975,399.8208340839992,400.03019112499896,400.080494875001,400.18068383399805,400.18069745899993,400.20005429199955,400.20005429199955,400.20005429199955,400.20005429199955,408.5353132500022,walk,,1,[8.352405666999402],[8.352409457998874],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
drag, star,200,,,,,0,0,0,0,,,,,,,,,0,1,1,1,,,,,,,,,408.5471431249971,,,,,,,,,,,,,,408.53589308400115,408.5471431249971,410.53129329199874,,,,,,,,,,,,,1,0,,,,,,410.54297916700307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.5313064169968,410.737714875002,410.7856434589994,411.00422887499735,411.0535447919974,411.15458079199743,411.1546032499973,411.18146649999835,411.18146649999835,411.18146649999835,411.18146649999835,437.45348541699786,drag,,1,[26.28888779200497],[26.28889154200442],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
dose, soup,200,,,,,0,0,0,0,,,,,,,,,0,2,2,0,,,,,,,,,437.4643404590024,,,,,,,,,,,,,,437.4538899170002,437.4643404590024,439.4482879589996,,,,,,,,,,,,,1,0,,,,,,439.4589407090025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.44830433400057,439.6646559590008,439.7143162919965,439.9210158749993,439.9707095420017,440.07191816699924,440.07193800000096,440.09785354199994,440.09785354199994,440.09785354199994,440.09785354199994,452.7858879589985,dose,soup,1,[12.703868834003515],[12.703872375001083],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
fact, time,200,,,,,0,0,0,0,,,,,,,,,0,3,3,7,,,,,,,,,452.7982877090035,,,,,,,,,,,,,,452.7863115,452.7982877090035,454.78157583400025,,,,,,,,,,,,,1,0,,,,,,454.79177454199817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.78158624999924,454.98774733400205,455.03791875000024,455.2547475419997,455.30400779200136,455.4054284169979,455.4054527089975,455.4239246249999,455.4239246249999,455.4239246249999,455.4239246249999,461.71043795900187,fact,,1,[6.303007499998785],[6.3030112920023385],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
drop, stop,200,,,,,0,0,0,0,,,,,,,,,0,4,4,3,,,,,,,,,461.71690820899676,,,,,,,,,,,,,,461.71084395900107,461.71690820899676,463.7053596249971,,,,,,,,,,,,,1,0,,,,,,463.71689004200016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.7053740839983,463.9220985840002,463.971407750003,464.18167941700085,464.2320362090031,464.3319268749983,464.33194270900276,464.3505142089998,464.3505142089998,464.3505142089998,464.3505142089998,470.7033028750011,drop,,1,[6.369443915995362],[6.369447707998916],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
exit, team,200,,,,,0,0,0,0,,,,,,,,,0,5,5,5,,,,,,,,,470.71506675000273,,,,,,,,,,,,,,470.70370549999643,470.71506675000273,472.69856175000314,,,,,,,,,,,,,1,0,,,,,,472.7108030419986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.69857291699736,472.9048134170007,472.9538958339981,473.1715659170004,473.2217359999995,473.3223654169997,473.3223865839973,473.34887366699695,473.34887366699695,473.34887366699695,473.34887366699695,484.2042034170008,exit,,1,[10.871778583001287],[10.87178229100391],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
fair, tire,200,,,,,0,0,0,0,,,,,,,,,0,6,6,8,,,,,,,,,484.21476312499726,,,,,,,,,,,,,,484.2046056670006,484.21476312499726,486.19895041699783,,,,,,,,,,,,,1,0,,,,,,486.209951083998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.1989619590022,486.41546375000325,486.4654402919987,486.67159808400174,486.7216764170007,486.8226524589991,486.82267429200147,486.8495426669979,486.8495426669979,486.8495426669979,486.8495426669979,496.16087737499765,fair,,1,[9.328185917001974],[9.328189749998273],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
draw, stem,200,,,,,0,0,0,0,,,,,,,,,0,7,7,2,,,,,,,,,496.16742304200307,,,,,,,,,,,,,,496.161290834003,496.16742304200307,498.15572175000125,,,,,,,,,,,,,1,0,,,,,,498.1680929590002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.1557357920028,498.36541641700023,498.4157227090036,498.6324144590035,498.68238133400155,498.78247995900165,498.78249408400006,498.80108887499955,498.80108887499955,498.80108887499955,498.80108887499955,506.90357100000256,draw,stem,1,[8.119121583993547],[8.119125749995874],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
face, test,200,,,,,0,0,0,0,,,,,,,,,0,8,8,6,,,,,,,,,506.9158180000013,,,,,,,,,,,,,,506.9039912500011,506.9158180000013,508.8995478750003,,,,,,,,,,,,,0,0,,,,,,508.9107012500026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.8995595840024,509.105750374998,509.15539900000294,509.37235050000163,509.42206687499856,509.52278391699656,509.5228035420005,509.5398058339997,509.5398058339997,509.5398058339997,509.5398058339997,516.3953104169996,fact,,1,[6.870522207995236],[6.870526082995639],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
fall, tour,200,,,,,0,0,0,0,,,,,,,,,0,9,9,9,,,,,,,,,516.4016794999989,,,,,,,,,,,,,,516.3957587089972,516.4016794999989,518.3896041670014,,,,,,,,,,,,,1,0,,,,,,518.4159285420028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.3896175839982,518.6058986670032,518.6564870840011,518.8657828340001,518.9160660420021,519.0162414590013,519.0162575420036,519.0341190839972,519.0341190839972,519.0341190839972,519.0341190839972,534.8543389589977,fall,tour,1,[15.836144875000173],[15.836148750000575],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
fate, tree,400,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,1,,,,,534.8685497089973,,,,,,,,,,,,,,534.8621254169993,534.8685497089973,536.8567886669989,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.8568011250027,536.9071742090018,536.9572253750011,537.3831560000035,537.4327680839997,537.4738770839976,537.4738968340025,537.4941049589979,537.4941049589979,537.4941049589979,537.4941049589979,554.8944453750009,fate,free,1,[17.418021833997045],[17.41802537500189],,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
film, user,400,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,4,,,,,554.9162027920029,,,,,,,,,,,,,,554.8950876250019,554.9162027920029,556.8999190839968,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.8999311250009,556.9417330840006,556.990299416997,557.4238294590032,557.4740047500018,557.5171107499991,557.5171304999967,557.5379224999997,557.5379224999997,557.5379224999997,557.5379224999997,562.9452692920022,user,,1,[5.425680000000284],[5.425684542002273],,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
fish, wage,400,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,7,,,,,562.9516694589984,,,,,,,,,,,,,,562.9457042089998,562.9516694589984,564.9410070840022,,,,,,,,,,,,,0,0,,,,,,564.953185917002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.9410206250031,564.9911625419991,565.0405040839978,565.473744709001,565.5238682920026,565.5675431249983,565.5675648339966,565.5879180839984,565.5879180839984,565.5879180839984,565.5879180839984,577.3451332499972,fish,wage,1,[11.775129707995802],[11.775134458002867],,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
fire, vote,400,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,6,,,,,577.3665299589993,,,,,,,,,,,,,,577.3455655840007,577.3665299589993,579.3506748750005,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.3506873750011,579.391907792,579.4407620839993,579.8744975419977,579.9243422919972,579.967955125001,579.9679732090008,579.9885442090017,579.9885442090017,579.9885442090017,579.9885442090017,589.7620814589973,fire,vote,1,[9.791656166002213],[9.791660374998173],,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
file, unit,400,,,,,0,0,0,0,,,,,,,,,,,,,0,4,4,3,,,,,589.7834262499964,,,,,,,,,,,,,,589.7625223750001,589.7834262499964,591.7672303340005,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.767241374997,591.8089919999984,591.8582314590021,592.2912134169965,592.341189042003,592.3846055000031,592.3846235000019,592.4041393340012,592.4041393340012,592.4041393340012,592.4041393340012,603.0684267920005,file,unit,1,[10.681631749997905],[10.681635334003658],,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
farm, town,400,,,,,0,0,0,0,,,,,,,,,,,,,0,5,5,0,,,,,603.0742082090001,,,,,,,,,,,,,,603.0688612919985,603.0742082090001,605.0579686249985,,,,,,,,,,,,,0,0,,,,,,605.0698976249987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.0579819170016,605.1176750840023,605.1669649169999,605.590906958998,605.6411689169981,605.6847541250027,605.6847763339974,605.7113362500022,605.7113362500022,605.7113362500022,605.7113362500022,614.9890054999996,farm,town,1,[9.295172874997661],[9.295176667001215],,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
flag, wall,400,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,8,,,,,615.0011259169987,,,,,,,,,,,,,,614.9894069169968,615.0011259169987,616.9846815420024,,,,,,,,,,,,,0,0,,,,,,616.9962361669968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.9846946250036,617.0342266250009,617.0847725420026,617.5181864999977,617.5676101249992,617.6083273749973,617.6083481250025,617.6281775840034,617.6281775840034,617.6281775840034,617.6281775840034,628.4127420419973,flag,,1,[10.802175707998686],[10.80217999999877],,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
banana,sprite,400,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,9,,,,,628.4340417499989,,,,,,,,,,,,,,628.4131496249975,628.4340417499989,630.4180968340006,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.4181075000015,630.4594952920015,630.5078327090014,630.9419099169972,630.9922060840036,631.0354202500021,631.0354354590017,631.0557023750007,631.0557023750007,631.0557023750007,631.0557023750007,646.4391108339987,banana,sprite,1,[15.401295124996977],[15.4012988329996],,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
fine, view,400,,,,,0,0,0,0,,,,,,,,,,,,,0,8,8,5,,,,,646.4514904169991,,,,,,,,,,,,,,646.4395172500008,646.4514904169991,648.4355713339974,,,,,,,,,,,,,0,0,,,,,,648.4470522920019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.4355846670005,648.4848597500022,648.5351078340027,648.9684692919982,649.0181541249985,649.0587827499985,649.0588016670008,649.0782947499974,649.0782947499974,649.0782947499974,649.0782947499974,657.013284875,fine,view,1,[7.952266500004043],[7.952271125002881],,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
fear, trip,400,,,,,0,0,0,0,,,,,,,,,,,,,0,9,9,2,,,,,657.0345513339998,,,,,,,,,,,,,,657.0137156249984,657.0345513339998,659.018411416997,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.0184222090029,659.0602132089989,659.1082487090025,659.5419887090029,659.5927965840019,659.6355498339981,659.6355665840019,659.6559007500036,659.6559007500036,659.6559007500036,659.6559007500036,674.9968633750032,fear,tree,1,[15.35885491699446],[15.358858791994862],,,,,,,,,,,,,,,,,,,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
cloth, tower,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,7,675.0107359589965,,,,,,,,,,,,,,675.0052254999973,675.0107359589965,677.0020377920009,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.0020490419993,677.0435125419972,677.0925792089984,677.7354925420004,677.8006723750004,677.7762410840005,677.7762604590025,677.8006723750004,677.8006723750004,677.8006723750004,677.8006723750004,684.9305929589973,cloth,,1,[7.151200125001196],[7.15120449999813],,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
None,None,None,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,1,1,10,684.9516056249995,,,,,,,,,,,,,,684.9311664999987,684.9516056249995,686.9357586249971,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.9357727500028,686.9768964169998,687.0258833749976,687.6693924589999,687.7328612499987,687.7096357499977,687.7096566670007,687.7328612499987,687.7328612499987,687.7328612499987,687.7328612499987,698.3304588750034,cloth,town,1,[10.617916667004465],[10.617920625001716],,,,,,,muskan,001,2023-11-28_17h10.50.928,experiment,2023.2.2,None,2023-11-28 17h11.07.211241 +0530,
