target1,target2,SOA,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,counter_balance.thisRepN,counter_balance.thisTrialN,counter_balance.thisN,counter_balance.thisIndex,trials_50ms.thisRepN,trials_50ms.thisTrialN,trials_50ms.thisN,trials_50ms.thisIndex,trials_100ms.thisRepN,trials_100ms.thisTrialN,trials_100ms.thisN,trials_100ms.thisIndex,trials_200ms.thisRepN,trials_200ms.thisTrialN,trials_200ms.thisN,trials_200ms.thisIndex,trials_400ms.thisRepN,trials_400ms.thisTrialN,trials_400ms.thisN,trials_400ms.thisIndex,trials_600ms.thisRepN,trials_600ms.thisTrialN,trials_600ms.thisN,trials_600ms.thisIndex,thisRow.t,notes,Instructions.started,key_instruct.started,Instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,practice_instructions.started,key_instruct_2.started,practice_instructions.stopped,key_instruct_2.keys,key_instruct_2.rt,key_instruct_2.duration,fixation.started,cross.started,fixation.stopped,practice.started,target_1.started,target_1.stopped,target_2.started,target_2.stopped,practice.stopped,practice_response.started,textbox.started,practice_response_instructions.started,textbox_2.started,button.started,practice_response.stopped,f1_accuracy,f2_accuracy,textbox.text,textbox_2.text,button.numClicks,button.timesOn,button.timesOff,cross.stopped,instructions_testphase.started,key_instruct_3.started,instructions_testphase.stopped,key_instruct_3.keys,key_instruct_3.rt,key_instruct_3.duration,countdown.started,text_countdown.started,text_countdown.stopped,countdown.stopped,fixation_2.started,cross_2.started,cross_2.stopped,fixation_2.stopped,routine_50_ms.started,target_3.started,target_3.stopped,target_4.started,target_4.stopped,routine_50_ms.stopped,response.started,textbox_3.started,practice_response_instructions_2.started,textbox_4.started,button_2.started,response.stopped,textbox_3.text,textbox_4.text,button_2.numClicks,button_2.timesOn,button_2.timesOff,fixation_100ms.started,cross_3.started,fixation_100ms.stopped,routine_100ms.started,target_5.started,target_5.stopped,target_6.started,target_6.stopped,routine_100ms.stopped,response_100ms.started,textbox_5.started,practice_response_instructions_3.started,textbox_6.started,button_3.started,response_100ms.stopped,textbox_5.text,textbox_6.text,button_3.numClicks,button_3.timesOn,button_3.timesOff,cross_3.stopped,routine_200ms.started,target_7.started,target_7.stopped,target_8.started,target_8.stopped,routine_200ms.stopped,response_200ms.started,textbox_7.started,practice_response_instructions_4.started,textbox_8.started,button_4.started,response_200ms.stopped,textbox_7.text,textbox_8.text,button_4.numClicks,button_4.timesOn,button_4.timesOff,routine_400ms.started,target.started,target.stopped,target_9.started,target_9.stopped,routine_400ms.stopped,response_400ms.started,textbox_9.started,practice_response_instructions_5.started,textbox_10.started,button_5.started,response_400ms.stopped,textbox_9.text,textbox_10.text,button_5.numClicks,button_5.timesOn,button_5.timesOff,routine_600ms.started,target_11.started,target_11.stopped,target_12.started,target_12.stopped,routine_600ms.stopped,response_600ms.started,textbox_11.started,practice_response_instructions_6.started,textbox_12.started,button_6.started,response_600ms.stopped,textbox_11.text,textbox_12.text,button_6.numClicks,button_6.timesOn,button_6.timesOff,thank_you.started,key_instruct_4.started,thank_you.stopped,key_instruct_4.keys,key_instruct_4.rt,key_instruct_4.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
clay, name,50,,,,,0,0,0,0,0,7,7,4,,,,,,,,,,,,,,,,,326.69055137499527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,326.6795530839954,326.69055137499527,328.684576833999,328.6740643749945,328.6740740419991,329.1738649170002,329.26386799999455,329.47380862499995,329.56410024999786,329.857647083998,329.8576582089954,329.8781933749997,329.8781933749997,329.8781933749997,329.8781933749997,335.1202756249986,,clay,1,[5.255024708996643],[5.255029291998653],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
code, plot,50,,,,,0,0,0,0,0,8,8,7,,,,,,,,,,,,,,,,,335.1271867499963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,335.12067920899426,335.1271867499963,337.12386595899443,337.1141241249934,337.1141365000003,337.61415904199384,337.70748787499906,337.9146565419942,338.0076180420001,338.298039041998,338.29805308399955,338.32149241699517,338.32149241699517,338.32149241699517,338.32149241699517,345.1457680839958,code,plot,1,[6.837824458001705],[6.837828707997687],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
dirt, snow,100,,,,,0,0,0,0,,,,,0,0,0,8,,,,,,,,,,,,,345.16021429199463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.15337008399365,345.16021429199463,346.1480440419982,346.1480604169992,346.6410457919992,346.730842166995,346.9409363339946,347.0307463749996,347.32454345899896,347.3245548749983,347.3490479589964,347.3490479589964,347.3490479589964,347.3490479589964,354.4125990419998,dirt,snow,1,[7.0798372499994],[7.079841667000437],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
desk, side,100,,,,,0,0,0,0,,,,,0,1,1,7,,,,,,,,,,,,,354.42465958399407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.41317279199575,354.42465958399407,355.4081444589974,355.40815587499674,355.90814704199875,355.9977664170001,356.2083256249971,356.2977327089975,356.59159499999805,356.59160658399924,356.6146472919936,356.6146472919936,356.6146472919936,356.6146472919936,365.66305391700007,desk,side,1,[9.062729792000027],[9.062734416998865],355.4178252089987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
crow, ring,100,,,,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,365.67475437499525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.66346462499496,365.67475437499525,366.65833562499756,366.65834741699655,367.15795258399885,367.24839245899784,367.4583158749956,367.5481000419968,367.84175858399976,367.841772916996,367.8650942919994,367.8650942919994,367.8650942919994,367.8650942919994,376.1143466249996,,ring,1,[8.263827499999024],[8.263831707998179],366.6691376249946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
doll, song,100,,,,,0,0,0,0,,,,,0,3,3,9,,,,,,,,,,,,,376.12532987499435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.11474887499935,376.12532987499435,377.108877791994,377.10888791699836,377.6084251669963,377.6979468339996,377.9084682499961,377.99754933399527,378.29201312499936,378.29202808399714,378.31518579199474,378.31518579199474,378.31518579199474,378.31518579199474,401.4883961249943,doll,song,1,[23.187640999996802],[23.18764554199879],377.1184338749954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
debt, show,100,,,,,0,0,0,0,,,,,0,4,4,6,,,,,,,,,,,,,401.4949968749934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.48881041699497,401.4949968749934,402.4828799589959,402.4828920419968,402.982608667,403.0758449999994,403.28256424999563,403.37570520900044,403.6662220839935,403.6662397919936,403.6903572919982,403.6903572919982,403.6903572919982,403.6903572919982,415.830846208999,debt,show,1,[12.154585125004814],[12.154589500001748],402.50869766699907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
cost, pork,100,,,,,0,0,0,0,,,,,0,5,5,0,,,,,,,,,,,,,415.84247229199536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.83125279199885,415.84247229199536,416.8260849589933,416.82609616699483,417.3261894169991,417.4154906249969,417.6261416249981,417.71606887499365,418.0094103339943,418.00942154199583,418.03215304199693,418.03215304199693,418.03215304199693,418.03215304199693,426.4979090419947,cost,pork,1,[8.479758208006388],[8.479762792005204],416.8359076669949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
date, rose,100,,,,,0,0,0,0,,,,,0,6,6,4,,,,,,,,,,,,,426.5089158339979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.49830849999853,426.5089158339979,427.49295545899804,427.4929669999983,427.9931398339977,428.08272166700044,428.29308854199917,428.3822866249975,428.67637637499865,428.67639066699485,428.69902687499416,428.69902687499416,428.69902687499416,428.69902687499416,439.7979980839955,date,rose,1,[11.112886916002026],[11.11289137499989],427.50363749999815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
deal, sand,100,,,,,0,0,0,0,,,,,0,7,7,5,,,,,,,,,,,,,439.80970862499817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.7984007499981,439.80970862499817,440.79326745899743,440.7932794589942,441.29323929199745,441.38266295899666,441.59315095899365,441.6829404589953,441.9765800419991,441.9765918339981,441.9988788749979,441.9988788749979,441.9988788749979,441.9988788749979,450.29846612499387,deal,sand,1,[8.313516250003886],[8.31352066600084],440.80320233399834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
cry, riot,100,,,,,0,0,0,0,,,,,0,8,8,3,,,,,,,,,,,,,450.3100785419956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.29887074999715,450.3100785419956,451.2933956249981,451.29340529199544,451.7935760420005,451.8834844169978,452.0934163749989,452.1826108749956,452.4768602499971,452.4768750419971,452.50019254200015,452.50019254200015,452.50019254200015,452.50019254200015,459.9387809999971,cry,riot,1,[7.453233791005914],[7.453238665999379],451.30334033399413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
crop, rail,100,,,,,0,0,0,0,,,,,0,9,9,1,,,,,,,,,,,,,459.94561987499765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.9392202089948,459.94561987499765,460.93427116699604,460.9342844589992,461.4337365419997,461.5266975419945,461.73411079200014,461.82666849999805,462.1175417919949,462.1175618339985,462.141765124994,462.141765124994,462.141765124994,462.141765124994,472.6240551249939,crop,rail,1,[10.496410917003232],[10.496415500005241],460.94371904199943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
draw, stem,200,,,,,0,0,0,0,,,,,,,,,0,0,0,2,,,,,,,,,472.6388262919936,,,,,,,,,,,,,,472.6321258339958,472.6388262919936,474.627382791994,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.62739099999453,474.9174994589994,475.01088504200015,475.41794291699625,475.51058974999614,475.80120845899364,475.801227291995,475.8272688750003,475.8272688750003,475.8272688750003,475.8272688750003,484.1986046249949,draw,stem,1,[8.388052250003966],[8.388056667005003],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
fall, tour,200,,,,,0,0,0,0,,,,,,,,,0,1,1,9,,,,,,,,,484.2106257089981,,,,,,,,,,,,,,484.19917862500006,484.2106257089981,486.1942589169994,,,,,,,,,,,,,1,0,,,,,,486.2053230839956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.1942708339993,486.49443299999984,486.5836240419958,486.99448462500004,487.0836773339979,487.37777545899735,487.3777930839933,487.40360799999326,487.40360799999326,487.40360799999326,487.40360799999326,495.8395173339959,fall,tour,1,[8.452530832997581],[8.452535249998618],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
dose, soup,200,,,,,0,0,0,0,,,,,,,,,0,2,2,0,,,,,,,,,495.84629774999485,,,,,,,,,,,,,,495.83994845899724,495.84629774999485,497.8347590839985,,,,,,,,,,,,,1,0,,,,,,497.8608036669975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.8347724589985,498.13494454199827,498.22789337499853,498.63502270899335,498.72773287499876,499.0181247090004,499.0181405839976,499.0447599170002,499.0447599170002,499.0447599170002,499.0447599170002,511.0826130839996,dose,soup,1,[12.054282375000184],[12.054286792001221],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
exit, team,200,,,,,0,0,0,0,,,,,,,,,0,3,3,5,,,,,,,,,511.09447358399484,,,,,,,,,,,,,,511.0830158749959,511.09447358399484,513.0784519999943,,,,,,,,,,,,,1,0,,,,,,513.0903629169989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.0784641669961,513.3779897919958,513.4668870419991,513.8783753339958,513.9677962089991,514.2619870419949,514.2620007499936,514.284521249996,514.284521249996,514.284521249996,514.284521249996,524.9737058339961,exit,team,1,[10.703428957996948],[10.703433624999889],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
face, test,200,,,,,0,0,0,0,,,,,,,,,0,4,4,6,,,,,,,,,524.9803057499958,,,,,,,,,,,,,,524.9741362919958,524.9803057499958,526.9687870839989,,,,,,,,,,,,,1,0,,,,,,526.994714249995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.9687983749973,527.2686259589973,527.3619750839935,527.7689120419964,527.8619388749939,528.1522370419989,528.1522615840004,528.1784799169982,528.1784799169982,528.1784799169982,528.1784799169982,547.9500250419951,face,test,1,[19.787745333000203],[19.787749791998067],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
drop, stop,200,,,,,0,0,0,0,,,,,,,,,0,5,5,3,,,,,,,,,547.962027208996,,,,,,,,,,,,,,547.9504279589964,547.962027208996,549.9455551669962,,,,,,,,,,,,,1,0,,,,,,549.9566754169937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.9455665839996,550.2456239589956,550.334749333997,550.7454936669965,550.8348675419984,551.1290574589948,551.1290714589995,551.1535855839975,551.1535855839975,551.1535855839975,551.1535855839975,565.1002487499936,drop,stop,1,[13.96245608299796],[13.962460583003121],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
earl, talk,200,,,,,0,0,0,0,,,,,,,,,0,6,6,4,,,,,,,,,565.1126107089949,,,,,,,,,,,,,,565.1006473749949,565.1126107089949,567.0965181669962,,,,,,,,,,,,,0,0,,,,,,567.107282041994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.0965280419987,567.3960120839984,567.4855798749995,567.8960765839947,567.9853564589939,568.2793213339974,568.2793365420002,568.3043452089987,568.3043452089987,568.3043452089987,568.3043452089987,583.8841645419961,ear,talk,1,[15.596088708000025],[15.596093250002014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
fair, tire,200,,,,,0,0,0,0,,,,,,,,,0,7,7,8,,,,,,,,,583.8959792919995,,,,,,,,,,,,,,583.8845652499949,583.8959792919995,585.8796705419954,,,,,,,,,,,,,1,0,,,,,,585.8905547499962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.8796826249963,586.1798217499963,586.2694004169971,586.679697583997,586.7692780839934,587.0631514589986,587.0631683339961,587.0864855420004,587.0864855420004,587.0864855420004,587.0864855420004,597.0415839589987,fair,tire,1,[9.969786665998981],[9.969790832998115],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
drag, star,200,,,,,0,0,0,0,,,,,,,,,0,8,8,1,,,,,,,,,597.0482358749941,,,,,,,,,,,,,,597.0420156669934,597.0482358749941,599.0369426670004,,,,,,,,,,,,,1,0,,,,,,599.048128041999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.0369570839975,599.3367811669959,599.4300839589996,599.8369885840002,599.9300344589938,600.2207806249935,600.2207960839951,600.2440739999947,600.2440739999947,600.2440739999947,600.2440739999947,609.101599333997,drag,star,1,[8.872260541997093],[8.872265209000034],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
fact, time,200,,,,,0,0,0,0,,,,,,,,,0,9,9,7,,,,,,,,,609.1132278749938,,,,,,,,,,,,,,609.1020245420004,609.1132278749938,611.096843416999,,,,,,,,,,,,,1,0,,,,,,611.1079102919975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.0968544169955,611.3970415000003,611.4867356249961,611.8969748749951,611.9859725839997,612.2805139169941,612.2805272089972,612.303466749996,612.303466749996,612.303466749996,612.303466749996,623.9350381249969,fact,time,1,[11.645744041001308],[11.645748458002345],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
fear, trip,400,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,2,,,,,623.9489699589976,,,,,,,,,,,,,,623.9429018339943,623.9489699589976,625.937032416994,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.9370471250004,626.0300483749961,626.1195345419983,626.9306555839939,627.0205199999982,627.1143779999984,627.1143897499933,627.1406659169952,627.1406659169952,627.1406659169952,627.1406659169952,635.251189208997,fear,trip,1,[8.12784054200165],[8.127845082999556],,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
fish, wage,400,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,7,,,,,635.2640628339941,,,,,,,,,,,,,,635.2517652919996,635.2640628339941,637.2474690419986,,,,,,,,,,,,,0,0,,,,,,637.2590689999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.2474824589954,637.3469728339987,637.4369090420005,638.2476191669994,638.3361969999969,638.4311592089944,638.4311769589985,638.4577868339984,638.4577868339984,638.4577868339984,638.4577868339984,647.7518496669945,fish,wage,1,[9.311737542004266],[9.311742208003125],,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
file, unit,400,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,3,,,,,647.7642070839938,,,,,,,,,,,,,,647.7522859169985,647.7642070839938,649.7479097089963,,,,,,,,,,,,,0,0,,,,,,649.7596344169942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.7479230419995,649.8463918339985,649.9372748749956,650.7478548750005,650.8374186250003,650.9313373749974,650.9313564589975,650.9577477919956,650.9577477919956,650.9577477919956,650.9577477919956,658.7427347089979,file,unit,1,[7.802405166999961],[7.8024095830041915],,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
film, user,400,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,4,,,,,658.7490355839982,,,,,,,,,,,,,,658.7432239169939,658.7490355839982,660.7384997089976,,,,,,,,,,,,,0,0,,,,,,660.7502845419949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.7385132089985,660.8389575419933,660.938094666999,661.7384562089937,661.8314373749963,661.9224128339993,661.9224347089985,661.9498412499961,661.9498412499961,661.9498412499961,661.9498412499961,674.626301874996,film,user,1,[12.694805541003007],[12.694809625005291],,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
banana,sprite,400,,,,,0,0,0,0,,,,,,,,,,,,,0,4,4,9,,,,,674.6333776249958,,,,,,,,,,,,,,674.6267362090002,674.6333776249958,676.6218904999987,,,,,,,,,,,,,0,0,,,,,,676.6339889589945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.6219038339987,676.7222419169993,676.8221205419977,677.6223543339947,677.7148194999972,677.8155695419991,677.8155882089995,677.8357389999946,677.8357389999946,677.8357389999946,677.8357389999946,690.7758178339936,banana,sprite,1,[12.957738916004018],[12.957743333005055],,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
flag, wall,400,,,,,0,0,0,0,,,,,,,,,,,,,0,5,5,8,,,,,690.781495708994,,,,,,,,,,,,,,690.7762511249966,690.781495708994,692.765526708994,,,,,,,,,,,,,0,0,,,,,,692.7770016249997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.765540124994,692.871547333998,692.9654290839972,693.7718246669974,693.8654158749996,693.9556670419988,693.9556844170002,693.9829984169992,693.9829984169992,693.9829984169992,693.9829984169992,705.6763911249946,flag,wall,1,[11.710499375003565],[11.710503624999546],,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
fire, vote,400,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,6,,,,,705.6982930419981,,,,,,,,,,,,,,705.676827999996,705.6982930419981,707.6818990839965,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.6819119169959,707.7732702919966,707.8730285419952,708.672616374999,708.7655981669959,708.8560556669981,708.8560727919976,708.8838122089946,708.8838122089946,708.8838122089946,708.8838122089946,722.7031509999943,fire,vote,1,[13.837046708002163],[13.837051000002248],,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
fine, view,400,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,5,,,,,722.7157095839939,,,,,,,,,,,,,,722.7035944169984,722.7157095839939,724.6993686669957,,,,,,,,,,,,,0,0,,,,,,724.7108283749985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.699380041995,724.7987592089994,724.8876400419977,725.6995333749946,725.7880713749983,725.8834201249992,725.8834382919958,725.9099798339957,725.9099798339957,725.9099798339957,725.9099798339957,736.2276791249969,fine,"view
",1,[10.335241124994354],[10.335245333000785],,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
fate, tree,400,,,,,0,0,0,0,,,,,,,,,,,,,0,8,8,1,,,,,736.2347823339951,,,,,,,,,,,,,,736.2282598339953,736.2347823339951,738.2232022919998,,,,,,,,,,,,,0,0,,,,,,738.2350383339945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.2232156669997,738.3236362919997,738.4232309169965,739.2227419999981,739.3163894169993,739.4164140840003,739.416433499995,739.4361262919992,739.4361262919992,739.4361262919992,739.4361262919992,752.3278958339943,fate,tree,1,[12.909235125000123],[12.90923945800023],,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
farm, town,400,,,,,0,0,0,0,,,,,,,,,,,,,0,9,9,0,,,,,752.3490057499948,,,,,,,,,,,,,,752.3283339169939,752.3490057499948,754.3328287499971,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.3328399589955,754.4242161669972,754.5166765839967,755.3235096249991,755.4162501669998,755.5170644589962,755.5170818339975,755.5368289589969,755.5368289589969,755.5368289589969,755.5368289589969,764.093714208997,farm,town,1,[8.57440187499742],[8.574406374995306],,,,,,,,,,,,,,,,,,,,,,,,kruti,001,2023-11-28_15h22.01.877,experiment,2023.2.2,None,2023-11-28 15h22.12.380739 +0530,
